filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,mfcc21,mfcc22,mfcc23,mfcc24,mfcc25,mfcc26,mfcc27,mfcc28,mfcc29,mfcc30,mfcc31,mfcc32,mfcc33,mfcc34,mfcc35,mfcc36,mfcc37,mfcc38,mfcc39,mfcc40,label
XX56zpypA_,0.452219874,0.008744814,3170.398964,2783.050327,6350.350952,0.195757831,-438.369873,58.42002869,-15.66735077,-0.362344533,-8.027012825,-8.003561974,-12.22549534,-14.91360855,-11.73629189,-9.260120392,-12.94659328,-9.007825851,-7.821289539,-0.246825039,-8.716233253,-3.521949768,-9.956913948,-3.070325613,-4.995038986,-1.123853207,-2.577033997,0.149497256,-2.277839422,-0.539591968,-1.119542241,0.929475725,-2.778537273,0.560096502,-1.220610738,1.111568451,-1.325796962,0.496831894,0.332392305,1.567196846,-0.313494444,2.846050024,3.328216553,3.706243992,2.400534391,2.750833035,not_covid
eJbzu7ql8_,0.399255872,0.059456322,2730.621042,2501.8107,5477.608236,0.146993001,-211.4033203,73.72268677,-7.581354618,21.71183205,-3.192828655,2.87998867,-13.97728443,-3.339374304,-16.59362793,-6.308956623,-6.788806438,-3.547203302,-4.953322887,-4.679001808,-8.715293884,-0.270561665,-2.570918798,0.154653341,4.158464432,0.777666926,-5.320023537,2.918742895,-2.931807995,-0.987409294,-0.360644579,4.448494911,-2.121843576,4.526565075,0.84299016,2.55885458,1.449231982,4.40969944,1.703559995,2.531138659,-1.732182264,0.889128149,-2.662104368,-1.841881633,-1.38579464,0.620331228,not_covid
hJllXxBlQ_,0.51309216,0.025748141,1806.499654,2115.535861,3838.941447,0.078660753,-417.9660645,104.5429535,1.212748885,8.193878174,4.302364349,6.21150732,4.664250374,-4.103243351,-6.646062851,-4.552975178,-4.220979691,1.548665762,0.743554592,-3.773457289,-2.750619173,-1.365138292,0.536752582,-0.78745538,-2.725330591,0.054611631,0.661007822,-1.566147566,-2.758094549,-1.883132935,-1.167636991,-1.330768585,0.213330626,-1.938999772,-3.663715601,-1.323368549,-1.963902354,-3.290333033,-2.212205648,-2.115785599,-2.932061672,-1.620186925,-1.806892395,-1.854118943,-2.088381529,-1.849874854,not_covid
8ghk2CDbE_,0.477671295,0.022803051,3668.818348,2586.051824,6968.583171,0.283076534,-300.7416687,59.80007935,-46.05657578,13.05087852,-11.02277946,21.17762184,-50.58359528,53.59664917,-37.52088547,26.21219444,-9.476126671,7.21856451,1.927072048,9.134558678,-2.941428661,6.912443161,6.259008408,-3.831332207,16.90741348,-3.209464788,4.744484425,2.112004042,4.484897137,-1.789425611,6.552606583,-4.388446808,7.921210289,-0.958067596,2.018109083,1.406421661,3.473793983,0.017053569,4.807561874,0.457501858,2.244699478,5.972223282,1.384781122,4.011148453,3.20861721,2.77015686,not_covid
DeG7e1-9I_,0.27914235,0.048103355,2397.222501,2240.791144,4576.005046,0.12508138,-254.2115631,68.16166687,-43.91904449,-2.727172375,-13.84472275,-21.3295269,-33.74913406,-16.21574211,-23.78539085,1.568574786,-3.63117671,3.422683716,6.676317215,-4.59707737,-9.996183395,-14.75897694,-17.84929657,0.377479702,-12.29777622,-8.168071747,0.762680054,-1.317310095,-3.27246356,-5.712749481,-5.12821579,-2.813830137,-4.160730839,-6.853030682,-1.555837035,-1.151951551,-1.754513621,1.141774774,3.828429937,6.907052994,3.416687489,2.961542368,0.20353964,-1.285521626,3.879758596,1.105041265,not_covid
PvnvCyKc8_,0.53474474,0.020553876,2767.799071,2507.888758,5451.489258,0.176068341,-375.1799622,85.30000305,-25.49552345,2.614284754,-2.171354771,-5.074932098,-0.423526496,3.191630363,3.010680199,-2.244070768,-7.707137585,9.074905396,-3.189115286,-4.294739246,1.789140344,-3.348417521,-5.459767818,4.73690033,1.482216954,-3.229050875,-3.234954357,5.275258541,-2.206243753,-4.595046043,-1.326794982,3.382560492,-0.645151675,0.719309151,-1.130876064,-2.201919794,-1.812637091,-0.647214949,-1.183234334,0.321465164,-2.48458004,1.176220417,-1.492781281,-0.669671118,-0.770319819,-1.942116618,not_covid
3a7fN0f-c_,0.381581813,0.037035987,3113.293072,2934.541476,6918.737793,0.162382903,-278.6306458,66.81710052,-5.807517529,4.210940838,4.387128353,-3.09047699,-16.04019356,-6.274545193,-11.45420456,2.51635766,-6.248618126,-7.794488907,-3.686085463,6.758505821,-4.138786793,-0.961423457,-2.72983861,-3.173791885,-7.067164898,-1.957659125,-2.821629286,-0.489824444,-3.130306721,-3.068020344,-8.185325623,-6.259974957,-5.606411934,0.203885019,-0.31848979,0.636559367,-1.525354743,-3.143872499,-4.773365021,-3.32911396,-1.479747891,1.10467124,-0.754154623,-2.472556591,-3.321869373,-2.350698471,not_covid
l4R896W3Y_,0.346720338,0.021896509,2073.233971,2384.985055,4595.444743,0.080062301,-404.9807434,95.90037537,-2.223157167,11.54349899,-6.088795185,-0.458569348,-15.49058437,-0.803388894,9.824724197,-7.95709753,-15.91476917,-2.420901299,-10.476964,2.727032661,5.63741684,0.821003675,7.286979198,6.16170311,-5.083562374,1.705939412,-2.029001474,4.769695759,-3.444072008,-7.167057514,-3.993818998,-0.583648741,2.307071209,1.699552774,2.091384411,1.267598033,1.654038548,-0.965117931,-4.371541977,1.75126636,0.269191384,-4.286170006,-0.109298639,-2.629618883,-1.326954007,-1.485924244,not_covid
1ZuVzpF7c_,0.25432384,0.028291158,2512.103125,2512.54214,5012.750244,0.123697917,-346.2865601,73.37950134,-35.61227798,-12.24682236,-9.953362465,-21.98790169,4.275399208,-0.074841395,-13.87129688,-17.37137794,-8.740610123,-17.38792992,-21.10936356,-9.899422646,-26.13155746,-6.37207365,-4.886266708,7.940154552,7.225010395,-1.164328694,-1.51696074,-7.970621586,-4.620408535,0.164991871,-5.369875908,0.691819012,-9.221832275,-0.150387302,-1.781269908,2.670951605,-3.927992344,0.48675254,2.02104497,4.63254261,2.381193161,2.681914091,3.801893711,2.437784195,-2.396887779,-2.279745817,not_covid
NqsONT3-Y_,0.482815504,0.038078599,3611.909284,2641.638867,6566.530355,0.280094853,-248.5762482,51.94972229,-8.974510193,-3.973782539,-22.93184853,11.86615372,-19.84126282,5.018630028,-25.74013901,5.227371216,-5.90925312,-1.817467809,-2.402514935,-1.208368897,-1.871175289,-2.208564043,-6.508553505,-2.631615877,-7.873259544,-7.01715517,-6.115886688,-1.116397977,-6.756660938,-1.846720338,-1.290425301,-0.676356494,-0.41391781,0.815193236,-4.285776138,1.911244154,-3.255905151,-0.836732447,-2.740270615,-2.020714045,-3.733970881,0.89934361,-0.927935421,-0.295447737,-1.657366395,0.134155616,not_covid
Y53W3S_dE_,0.331982374,0.018677106,2708.843404,2294.600492,5077.698771,0.15628843,-328.6946106,63.00425339,-27.6240139,0.212844148,-22.62324142,-10.74866486,-18.11141777,-15.56748295,-12.42075348,-3.672102213,-18.55392647,-1.329915047,-9.130000114,0.166154221,3.734000206,0.111182816,-1.554279447,-0.702172339,-5.265201092,3.973584414,-7.820804119,3.08683157,0.477754653,1.117893219,-0.555444241,0.856428385,-1.611274242,2.952369452,-0.21493347,2.248925209,1.577250123,2.006327629,-0.274320811,1.897826552,2.151153326,1.654504538,-0.147848979,0.174538225,-1.046684146,-0.468361884,not_covid
8waFCqbOQ_,0.334259123,0.020448482,2575.991508,3066.54299,6704.602051,0.087108471,-452.6369019,52.57314301,22.70916557,16.18553925,22.28517151,10.15631485,5.542260647,3.247871637,-0.682447791,-2.343806028,-2.957603455,-3.378036022,-2.34985137,-0.767484009,-2.924958706,-0.039932959,-6.418054104,-4.515250206,-6.294586182,-5.614908695,-4.264254093,-7.184133053,-5.830739975,-2.780119896,-5.332751274,-3.604895115,-2.012500286,-3.83460331,-0.18289502,-2.488078594,-2.799122334,1.201214552,-1.456882954,-0.010252917,-1.47402668,-1.420312405,-2.09044385,-2.500196218,-2.159294128,-4.448405743,not_covid
X8I7KzQAI_,0.273527354,0.059695348,1161.514162,1020.053385,2239.453125,0.073800546,-300.4604187,155.8725433,-30.83899879,24.76497841,0.987930179,-39.24856186,10.51946449,9.657709122,3.703450441,13.63250542,-12.43800163,-6.171242237,5.07867527,-10.37594414,4.47386837,12.15856266,-1.112184167,7.56492424,10.1715517,2.606472492,2.472160101,-3.353864908,-4.582992554,-0.255807251,-1.693392277,0.138408363,-0.691728354,-2.661715984,0.896440804,1.771120906,1.983670115,1.792541385,-0.258072883,2.969602346,3.681903362,-0.886229038,0.001752324,0.523326874,-1.730743647,-0.565228045,not_covid
bIa8U8twQ_,0.327554166,0.035073057,1777.231879,2189.490599,3685.018921,0.070561162,-267.8373413,114.106575,6.850043774,23.11811447,-9.014305115,-6.287772655,-11.98560429,-7.490465164,-19.64276886,-6.253702641,-7.531592846,-8.19695282,-6.492694855,-9.949519157,-8.740699768,-4.279268742,-6.41446209,-3.163102865,-5.135819435,1.293542981,-2.777381659,1.60050869,-2.104625225,6.380010605,2.821476936,3.363498449,3.47482729,3.032552004,0.315601349,3.445665359,6.938909531,4.795759201,3.428130627,4.864786148,-1.39647758,-3.162955284,-4.150963783,-3.962072849,-4.754281998,-3.001360655,not_covid
Nz_rrwLFE_,0.404570907,0.054844148,2705.816613,2721.901203,5810.724894,0.127965856,-258.5162354,71.75830078,-3.797125816,-12.08703041,-13.25033665,-11.88199043,-3.831218243,2.650257349,-4.444538116,-3.761179924,-2.985904455,-1.97477293,-11.13204479,-0.860980153,1.442810178,-2.51218605,0.339442134,4.132985115,0.826236784,7.133784771,-2.581945181,8.258501053,-0.438156545,-0.861592948,0.82576853,-1.171579599,-0.691766739,2.181251287,4.333927155,2.013420582,1.918565273,3.093662739,0.511250198,2.943504333,1.825917244,-1.347435713,-0.599878073,2.327572584,4.518742085,3.906739473,not_covid
XHdlyHhaQ_,0.380752295,0.137733862,2137.488859,1595.227204,3979.95402,0.142602991,-186.6826477,86.64353943,-74.22090912,12.12031841,-35.79561996,-12.61527729,-22.93822289,-19.57460022,-0.342952013,-7.933223248,0.728979468,-15.63942337,0.601223409,-3.205102682,-4.62225008,3.712600946,-9.494178772,8.744810104,-3.948790312,4.146726131,6.637013912,-10.25636578,7.071666718,0.52734673,0.437198699,2.796661377,0.856193304,2.991380453,-3.812419176,5.038970947,-1.289393306,-0.572010458,2.628950119,-2.119103909,-0.86523819,-2.665838242,1.935227871,-0.934476554,-0.084665261,0.677529752,not_covid
pJWu2rNsY_,0.40022099,0.009713648,1949.737988,2557.956343,4325.432332,0.066419813,-370.4692078,107.9787674,14.49170589,14.38279915,10.66743565,6.397204399,6.622555256,-5.615509987,-14.79924393,-6.981966496,-6.580530643,-6.469430923,-10.76532555,-7.535105228,-10.65608597,-10.72740459,-14.01177788,-4.802788734,-8.980377197,-5.503274918,-1.315652013,-2.167937279,-9.075510979,-5.615631104,-6.520345688,1.291486382,-3.267668486,-1.445140719,-3.262253761,-1.994819164,-1.952072978,0.115911432,-0.07113266,3.861238241,1.31673646,-3.436354399,-3.894598007,-3.582484961,-0.078965485,0.312077403,not_covid
SE1pdHwSU_,0.520069897,0.001872484,2220.217459,2551.78643,4859.924316,0.096589265,-524.7194824,91.90227509,1.656984925,24.4654541,11.38939953,14.38442516,4.745156288,2.734793425,6.249741077,7.896889687,-6.046416283,-3.202523708,-3.909104347,-0.251924217,-5.199993134,-4.478136063,-7.197099686,0.660269022,-2.364857197,0.035608061,-2.451463461,-0.874278009,-0.315535814,-2.101158142,-1.342453957,0.938574493,-3.219110012,2.139360666,-1.473352909,-0.311944932,0.260233551,0.287181556,-1.741147399,0.56842339,-1.873034716,-1.567289233,0.232604131,-2.455099106,-3.079903841,-0.432630688,not_covid
AGKsPDM14_,0.608217239,0.018378893,3538.619081,2911.220129,6966.888428,0.213564272,-478.3269958,54.06893921,-6.979018688,-1.115565777,3.574560165,10.33690071,-6.999036312,9.588421822,-2.790114164,2.339439154,-1.56213522,0.687598348,0.025056414,1.312072515,-1.620948553,-0.781633139,1.748423696,-8.460380554,0.722680569,-1.196354389,-5.760591984,2.159049034,-0.252791762,-4.902822495,3.41493845,-1.151522279,-3.073630333,-0.529799759,-2.426039696,-2.429648876,1.4267869,-2.136811972,-1.310675502,-0.010766206,-0.173857376,-0.890319526,-0.392443687,-0.060806081,0.582124472,-1.731517315,not_covid
l4VUruA9I_,0.508575976,0.023620768,2268.680186,2634.249569,5353.842163,0.074234574,-339.3345947,100.0365143,-6.699615002,6.188975811,14.54245377,7.283849716,-1.5691396,8.477612495,7.005344868,4.163794041,0.070595138,4.457217216,3.585582495,9.155406952,-2.635247469,7.573144913,0.884320199,2.671986103,0.536372066,1.729709625,1.637130857,-3.550540686,-1.198188901,-0.495182753,-2.296554327,1.926630259,-1.948312402,-4.525936604,-2.988118887,0.481606662,-4.170642376,-0.340338856,-4.333265781,0.566960514,-3.639380455,0.009526994,-5.890939236,-0.970469415,-1.586762905,-2.631831884,not_covid
lAut5Ry-U_,0.537441552,0.025389064,3720.749561,3007.896895,7476.457723,0.230889214,-391.6138611,36.63630676,-12.56191826,-4.566419125,-6.677825928,-7.721729279,-4.708291054,2.184919596,-5.344536781,0.584055185,-2.765886068,-4.589104176,-11.63434315,-9.0729599,-3.647011042,-3.283992052,-5.145849228,-6.68708086,-7.400806427,-4.258250713,-4.041286469,-3.378265381,-2.707942724,0.601333082,-1.103631496,0.167025492,1.245888352,2.397010565,1.924929857,3.076934814,1.817473531,1.85906589,1.195075274,1.76539135,1.132965088,0.860023975,0.417445213,2.241587877,2.197971582,0.937173367,not_covid
NSh9cvNvI_,0.486317009,0.018866332,3095.445595,1793.313504,4812.87028,0.178111889,-441.790741,15.33956814,-11.38715649,119.0280457,-34.56445313,-1.535426617,30.6571312,-0.161054254,19.13010025,-7.733923912,9.110286713,9.999752045,3.90495801,4.300085545,-1.400973797,12.65773773,-0.89610517,0.218426034,5.789601803,0.773498654,9.816486359,5.460107327,4.445207119,6.653140545,4.494279385,8.432444572,5.180950642,2.830254078,4.040287971,3.886950254,4.348985195,3.02419734,4.873321533,4.822381973,3.022826672,3.957622766,2.268515348,0.187112704,0.315805227,2.427465916,not_covid
IZIbmQPzA_,0.377078921,0.049809199,2504.557174,2147.503202,4902.69165,0.156396936,-218.7695313,86.44799042,-46.70637894,2.224862814,-29.80757713,10.26568604,-20.11038399,8.895851135,-20.41370964,18.81506729,-8.301704407,7.332773209,-8.005706787,4.224783421,-3.582942247,1.103970528,-7.502112865,2.443172216,-1.832564712,3.662560463,-0.456525594,-0.297224432,-5.902236462,-2.941381216,-1.04309237,-0.071025886,-0.377274841,-0.220165312,-2.03443718,-0.067399308,1.934309244,-3.207995653,-0.377085447,-1.318461061,-3.043160677,-0.447767496,0.870368838,-0.469652593,-1.621595263,0.026479157,not_covid
fIOkLK3j4_,0.500179112,0.007548363,4014.819595,2902.92834,7221.24939,0.281688549,-388.518219,44.2709198,17.78721046,7.36956358,-9.617832184,19.73776436,-17.94275284,9.320333481,-11.79178238,3.391539335,2.553780794,3.397936106,0.510803759,0.173845649,-0.138609633,0.259948015,-1.477655292,1.396483898,-3.919450045,-1.333385348,-7.616689682,-3.326193571,-6.988518715,-5.542874813,-7.705535412,-4.201385498,-3.76126194,-1.028959513,-2.304957151,-0.23209013,0.693993747,2.074417591,-0.880395651,-0.066294424,-3.174426556,-3.816933632,-3.03970623,-1.172382832,-2.759343386,-1.395453811,not_covid
RAaEB-Jgs_,0.625862658,0.016528131,777.6469018,1553.595535,1335.85612,0.0198952,-501.1158752,144.5275116,34.71502304,33.59496689,28.32439423,18.77911186,10.28549004,9.134029388,6.905875683,3.830976248,1.890492201,6.181165695,6.1439991,0.649501681,1.353481412,2.623576641,-0.744864285,0.466127634,-1.888847828,0.272268623,-1.19258678,-0.020090738,1.106884003,-0.192468673,-1.272787571,-0.650186241,-2.307386875,-2.081705809,-2.085456848,-2.3053267,-1.733094215,-2.496546507,-2.561521769,-2.107747078,-2.585945129,-1.444425821,-1.449663639,-1.581871271,-1.127037644,-1.627342224,not_covid
FtU9nHMxc_,0.39792785,0.127275527,3400.09127,2619.300584,6390.974935,0.232234248,-140.0776672,36.99272156,-37.81089783,-9.776283264,-12.34648991,-16.59669113,-24.98602295,-11.24776173,-15.87011337,3.574585438,-4.439415455,3.921804905,-1.916823626,-0.963708639,0.174098313,-8.950028419,-7.454607964,3.80572772,-8.967987061,-1.273180485,-1.248014927,-4.825345993,-1.165771008,3.394146919,-3.469375134,0.113349862,-2.510712862,2.366177559,-0.308175534,0.098710023,-3.73888731,-0.778844535,-2.559119225,0.241248667,-1.200164676,-2.01005578,-0.350743651,-0.357076198,-0.464042395,-0.208646774,not_covid
MaVucRguE_,0.381140441,0.110407941,2531.506886,2229.889519,4985.235596,0.142225477,-117.9753113,79.77005768,-45.15994644,14.15692616,-17.50490379,0.546114206,-27.85225868,4.01714468,-19.90392113,5.212170601,-21.55235672,-10.15194511,-6.847177029,4.671288013,-6.036112309,1.042405963,-12.27822304,4.936058998,-12.32404041,-2.386672735,-10.1446476,-4.62237978,-8.606011391,3.41245532,-4.797466755,1.96124661,-2.949541807,2.057638168,-8.62405777,-0.728192806,-3.656048775,1.775751948,-3.942900419,0.225869492,-1.611260295,1.29922998,-0.559911489,2.735860109,-2.556880713,-0.089128368,not_covid
nJyshuBYk_,0.417800903,0.16663295,1164.679409,1017.923804,2360.92631,0.06781684,-188.8827515,168.3900146,-48.86567688,19.87130547,27.25134087,-33.90957642,-5.60121727,5.918374062,-20.6049633,-3.278428078,-0.359105557,-12.56178951,-2.658459663,-2.388806343,-7.833918095,-1.414010763,-2.567732096,-3.799821138,-0.279073358,-1.975008607,-3.253738403,-1.510062695,-2.378726482,-3.63030529,-3.884328127,-3.142907143,-3.616374254,-4.524618626,-3.261468172,-2.752536535,-3.315344334,-2.67910409,-3.736034155,-4.149556637,-2.339334488,-2.389289856,-2.61370635,-1.100988626,-0.738672733,-0.874990225,not_covid
IWQpa2v64_,0.394017339,0.037821565,1507.051663,1271.68812,2876.028442,0.092174389,-323.6799622,141.4540253,-54.65503693,3.631266594,17.47707939,-33.42672348,-3.220792532,-7.381824493,-32.83108521,-6.204853058,-7.825779438,-19.28925896,1.012293458,-0.079070196,-6.390439034,6.623353958,-4.94217205,-11.04411983,1.190581679,-3.292353392,-6.219162941,-0.288750619,-5.095229149,-4.002697945,2.287458658,-0.435869485,-3.274125338,-1.955376506,-1.624065638,2.090867043,-0.627652764,-3.739031076,-2.002639771,0.913005531,0.143333569,2.867707253,0.109200373,-0.077387564,1.822851419,1.524065375,not_covid
NM10sTc9c_,0.443257838,0.063511632,2542.484443,2273.379337,4915.20284,0.162780762,-268.7704468,79.80555725,-39.06733704,7.572101593,1.548061132,-25.80111313,-26.43963242,-3.107063532,-16.4466629,-2.606099844,-10.82408905,-2.011279106,-13.41345692,-2.137906551,-13.8940897,1.245626211,-4.136741638,2.841057062,2.368724585,11.42550278,0.031269506,-0.786982954,2.728263617,1.089465141,-3.995140314,0.071432747,-5.529293537,-2.476713896,-3.194233179,-3.795480728,-3.687652111,-1.324807644,-0.30736202,2.222036123,1.906422496,0.029473975,0.391172558,-0.652012885,-3.220287085,-0.798395038,not_covid
Ymtt704So_,0.410760105,0.044344958,3909.1675,2563.721458,6912.955729,0.291243942,-216.2920532,31.40611076,-21.30042458,8.744962692,-16.86003494,-7.081829548,-28.82996941,16.40673828,-22.84346581,1.213456273,-1.799482822,3.195635557,-3.465835094,3.496499062,3.334054232,-0.662233412,1.679424882,6.564737797,-1.479920983,4.993683815,0.666040361,3.355686665,1.00548768,3.047585964,-0.838460445,3.120485306,2.650766373,0.911848843,-0.434052706,1.97292459,-0.870005667,-0.46429348,-0.423582792,0.737599969,-1.214987874,-1.696792841,-1.024149179,1.040808201,1.747003675,1.807496667,not_covid
ZrDCS8KAg_,0.492974401,0.005093018,1600.647469,2300.999728,3660.644531,0.047815394,-543.7769165,119.100296,23.90296936,23.70948982,8.697511673,10.83991337,1.680630445,7.781386852,1.686800241,3.687685728,-2.675646067,-1.25075376,-2.634280205,1.647434711,0.647164226,1.602688789,-2.469729424,0.704325199,-5.352919579,-1.28107965,-0.196207896,-0.45147711,-0.839052439,1.594666004,-0.142485723,2.54107976,1.515243411,3.123452663,-1.630090117,-3.156233072,-3.253541708,-0.562583983,-0.880868793,0.721322238,-0.635598123,-1.095225692,-3.781363249,-3.288622856,-4.226991177,-1.762404799,not_covid
j81N6Aqo4_,0.40028283,0.052132484,2664.129566,2563.440387,5518.182373,0.121514214,-290.8406067,85.5144043,-10.98687363,10.97055626,1.218061328,9.801714897,0.316855311,-7.225133896,-2.831453085,2.981584311,-8.84307766,-4.629811287,-7.424621582,-4.5111413,-7.482200146,-4.865529537,-6.353732586,-5.024187565,-8.422812462,-0.831207812,-3.599389553,-0.012104573,-4.159393787,-3.613357782,-4.855976105,-2.305827618,-1.737277269,-0.786294281,-1.227596283,-0.540743113,-2.554828882,-0.858689845,-1.761955023,-0.236728668,-0.823482931,0.59176141,-0.545771778,0.208215714,-0.198351786,1.697229743,not_covid
vLnl1smfs_,0.704280794,0.058738757,3090.031219,2740.856272,6530.841064,0.179077148,-75.59545135,68.84922791,-11.66583252,17.18963814,-4.745079994,2.061405182,-8.534119606,5.379292011,-4.747191429,5.724701881,-6.867559433,0.677696764,-7.53510952,0.602186978,-6.629556179,0.659050465,-4.125255585,0.734949768,-4.655417442,-0.645008802,-4.351915359,-0.350111753,-3.256857395,-0.702309668,-3.735106468,-0.863711059,-2.404405832,-0.190976158,-2.286606312,-0.140254617,-1.988942742,-0.565173566,-2.222858667,-0.39039433,-2.147605896,-0.455011308,-1.861399889,-0.948246539,-2.217282534,-1.226329088,not_covid
u5q-Nn4BM_,0.424896061,0.044159308,3173.872023,2482.951387,5768.306478,0.221742983,-264.0645142,58.72976685,-7.446329117,15.07565403,-24.54665375,-7.761267662,-29.1582489,1.814475536,-19.11000252,-9.132167816,-3.354258537,-0.625627279,0.677354872,-3.651989222,-6.051375866,1.211773992,-14.92381573,-11.18005753,-8.861263275,-5.078875542,-9.727613449,-5.409605026,-2.466110468,-3.94452858,-0.654933929,-3.059886456,-1.164719224,3.339229345,-1.48148632,-0.668620765,0.509957612,-1.38525331,-2.304314852,-0.094850749,1.840000153,-0.487492621,-2.118527651,1.761136889,-0.285660356,0.844452918,not_covid
LQkyDhIxw_,0.434573233,0.104041226,3006.457898,2270.008544,5383.550008,0.225384748,-113.6093369,61.57564163,-50.14319229,13.73249626,-3.861806154,-16.06651688,-11.14799023,6.133102417,-32.13466263,14.2781744,-8.916543961,1.918062806,-8.44133091,2.808455944,-6.152547836,-4.181546211,-7.060248375,-0.964894831,0.560492337,-1.245851398,-5.858229637,2.919595242,-1.535781741,1.326027632,-1.514266014,3.267816782,0.701690614,2.362220287,0.329678297,3.446367979,-3.351930857,4.016785622,-0.016022012,2.505701303,0.722755551,-1.01589632,0.96745044,1.405591488,0.189883962,3.564764977,not_covid
ta/positiv,0.400093317,0.065752789,1784.115669,1664.654292,3396.414185,0.129475911,-300.020874,111.8881226,-28.5134964,15.59518051,-15.27389622,-3.511680365,-25.4281044,-17.32814026,-21.76443672,-6.120499134,-4.886818409,-16.44093895,-2.996931791,0.291727215,-5.620885849,-3.469974041,0.612029195,-4.671170712,-3.855004549,-0.098390944,-4.581838131,0.699576914,-1.502332568,2.417223692,-3.417502165,-0.594744802,-1.23142612,-3.80503583,-0.257705152,-2.775245428,-1.179693222,-2.064357519,-0.499199331,-1.779246807,0.306205511,-0.09134683,0.541821659,-0.847779214,0.266465694,-0.286678374,covid
ta/positiv,0.332644075,0.02161305,992.2534768,1121.880381,1752.909511,0.052944215,-372.5908508,153.6779785,-21.43598938,14.20151901,-20.46908951,0.236202687,-20.09015656,-11.63699627,-12.71579742,-4.350893021,2.98261714,-6.885285378,-2.272355318,-8.189678192,4.016068459,-8.531151772,-7.429439545,-4.163582325,-5.357597351,-1.165490508,-3.276363611,-0.766348541,-5.482085705,-1.710209846,-3.926016569,-1.304314613,-1.924404502,-2.935370922,-0.836261332,-4.315173626,-1.139817119,-1.611318111,-0.044907562,0.306818217,-0.003843585,-2.305576324,-0.406925201,1.973121405,0.687509358,1.77283299,covid
ta/positiv,0.447075456,0.040442787,1491.93271,1651.781364,3037.416028,0.078289834,-314.9887695,134.7558289,-9.689788818,26.38883972,-27.83495522,-11.42210388,-28.1144104,-0.199587867,-11.42248344,-8.659739494,-1.875815988,-10.70990276,-0.432222694,-3.690696478,-11.33832741,-3.313046217,-2.546397686,-9.365558624,-5.199217796,-1.810289264,-5.738109589,-2.673199177,-2.706998587,-2.18116641,-2.592931747,-1.298947096,-1.222147584,-2.182092428,-1.305043221,-1.134917974,0.706847429,-2.20126915,-1.008813143,-0.398741513,0.446358651,-3.151567698,-1.560345411,1.539129019,-1.31123054,-1.393267155,covid
ta/positiv,0.37436074,0.065998033,1510.925661,1590.659024,2990.811682,0.088042787,-308.4459534,115.6986771,-1.621551394,14.86026096,-22.86171341,-0.562199533,-8.727546692,-11.41226578,-17.03137016,2.425789118,5.015268326,-11.27069855,-7.858467579,-2.647686958,-3.301811695,-3.521290779,2.14856863,3.082458258,0.832338691,2.378088713,-0.75409174,-6.327982426,-7.18407011,-1.806226492,-7.307507038,-3.251661777,-1.349136114,-2.625601053,-2.398083448,-2.40615201,2.161104679,-1.836464405,-2.030287743,-1.830432177,-1.410422206,0.712721705,0.602833331,-1.955515623,-0.345247567,-0.336893708,covid
ta/positiv,0.523304224,0.005957155,1672.445963,1786.81696,3685.666911,0.092276114,-448.5619812,108.3383942,-4.797855377,26.20400047,-12.24162483,10.57255173,-9.091711998,5.288433552,-4.562290192,1.936201215,1.964801073,-3.908154488,4.098762989,-7.949057102,4.420314789,-6.982583046,-0.431211263,-4.362903118,-2.474802732,0.46281752,-5.463227272,2.657852173,-2.468124866,1.987689495,-5.866963863,-0.567726374,-0.90356952,-3.211021662,-0.600790679,-3.086170912,1.370068312,-3.536498785,1.616403341,-0.7494964,1.040664077,1.079304695,-1.561978102,1.122124195,0.090452604,2.080071926,covid
ta/positiv,0.434561938,0.040100034,1857.762615,1894.083027,3914.079146,0.131724964,-386.9217224,89.37733459,3.126049757,23.44666672,-3.352301598,6.202187061,-16.99309349,-15.69495106,-11.00514793,-4.164838791,-2.325182199,-4.213106632,-2.442388058,-3.704948902,-0.80356288,-4.103716373,-3.719502926,-1.337531924,-3.721664667,2.645312786,-2.399101019,-1.196633697,-0.039767947,2.63455224,-1.087087989,-0.717305124,-0.272048265,-1.439696431,-1.12039423,-2.7704041,-4.076200485,-4.113290787,-2.784263849,-2.657109976,-1.014764905,-1.280130744,-1.082844734,-0.453553051,-0.180316299,-0.865110636,covid
ta/positiv,0.474029154,0.038868435,1786.655693,1873.380501,3853.732357,0.106150501,-374.0020752,101.1011734,-0.129177153,18.40782738,-7.847967148,5.276977539,-18.75666237,-5.591454506,-3.772401333,0.132453203,1.90188241,-10.30080795,1.315799117,0.131761611,-3.338800192,-2.700791836,-3.858587503,-3.043135166,-6.697675705,0.839323342,-1.31146872,-2.87498641,-2.366797686,2.515378475,-1.353987932,0.277726412,-0.579311252,-1.2511549,-1.075204849,-0.025888506,0.955918968,1.021216393,-0.655139565,-3.817093849,-2.147719622,-2.274458647,-2.832073927,-3.952632189,-3.941270351,-1.168432474,covid
